Orthogroup	Aalpina_V4_priTranscripts	Ahalleri_v2.1.0.priTranscripts	Alyrata_v2.1.priTranscripts	Athaliana_Araport11.priTranscripts	Cpapayav_0.4_priTranscriptOnly	Total
OG0010591	1	1	1	1	1	5
OG0010592	1	1	1	1	1	5
OG0010593	1	1	1	1	1	5
OG0010594	1	1	1	1	1	5
OG0010595	1	1	1	1	1	5
OG0010596	1	1	1	1	1	5
OG0010597	1	1	1	1	1	5
OG0010598	1	1	1	1	1	5
OG0010599	1	1	1	1	1	5
OG0010600	1	1	1	1	1	5
OG0010601	1	1	1	1	1	5
OG0010602	1	1	1	1	1	5
OG0010603	1	1	1	1	1	5
OG0010604	1	1	1	1	1	5
OG0010605	1	1	1	1	1	5
OG0010606	1	1	1	1	1	5
OG0010607	1	1	1	1	1	5
OG0010608	1	1	1	1	1	5
OG0010609	1	1	1	1	1	5
OG0010610	1	0	1	1	2	5
OG0010611	1	1	1	1	1	5
OG0010612	1	1	2	1	0	5
OG0010613	1	1	1	1	1	5
OG0010614	1	1	1	1	1	5
OG0010615	1	1	1	1	1	5
OG0010616	1	1	1	1	1	5
OG0010617	1	1	1	1	1	5
OG0010618	1	1	1	1	1	5
OG0010619	1	1	1	1	1	5
OG0010620	1	1	1	1	1	5
OG0010621	1	1	1	1	1	5
OG0010622	1	1	1	1	1	5
OG0010623	1	1	1	1	1	5
OG0010624	1	1	1	1	1	5
OG0010625	1	1	1	1	1	5
OG0010626	1	1	1	1	1	5
OG0010627	1	1	1	1	1	5
OG0010628	1	1	1	1	1	5
OG0010629	1	1	1	1	1	5
OG0010630	1	1	1	1	1	5
OG0010631	1	1	1	1	1	5
OG0010632	1	1	1	1	1	5
OG0010633	1	1	1	1	1	5
OG0010634	1	1	1	1	1	5
OG0010635	1	1	1	1	1	5
OG0010636	2	1	1	1	0	5
OG0010637	1	1	1	1	1	5
OG0010638	1	1	1	1	1	5
OG0010639	1	1	1	1	1	5
OG0010640	1	1	1	1	1	5
OG0010641	1	0	2	2	0	5
OG0010642	1	1	1	1	1	5
OG0010643	1	1	1	1	1	5
OG0010644	1	1	1	1	1	5
OG0010645	1	1	1	1	1	5
OG0010646	1	1	1	1	1	5
OG0010647	1	1	1	1	1	5
OG0010648	1	1	1	1	1	5
OG0010649	1	1	2	1	0	5
OG0010650	1	1	1	1	1	5
OG0010651	1	1	1	1	1	5
OG0010652	2	1	1	1	0	5
OG0010653	1	1	1	1	1	5
OG0010654	1	1	1	1	1	5
OG0010655	1	1	1	1	1	5
OG0010656	1	1	1	1	1	5
OG0010657	1	1	1	1	1	5
OG0010658	1	1	1	1	1	5
OG0010659	1	1	1	1	1	5
OG0010660	1	1	1	1	1	5
OG0010661	1	1	1	1	1	5
OG0010662	1	1	1	1	1	5
OG0010663	1	1	1	2	0	5
OG0010664	5	0	0	0	0	5
OG0010665	1	1	1	1	1	5
OG0010666	1	1	1	1	1	5
OG0010667	1	1	2	1	0	5
OG0010668	1	1	1	1	1	5
OG0010669	1	1	1	1	1	5
OG0010670	1	1	1	1	1	5
OG0010671	1	1	1	1	1	5
OG0010672	1	1	1	1	1	5
OG0010673	1	1	1	1	1	5
OG0010674	1	1	1	1	1	5
OG0010675	1	1	1	1	1	5
OG0010676	1	1	1	1	1	5
OG0010677	1	1	1	1	1	5
OG0010678	1	1	1	1	1	5
OG0010679	1	1	1	1	1	5
OG0010680	1	1	1	1	1	5
OG0010681	1	1	1	1	1	5
OG0010682	1	1	1	1	1	5
OG0010683	1	1	1	1	1	5
OG0010684	1	1	1	1	1	5
OG0010685	1	1	1	1	1	5
OG0010686	1	1	1	1	1	5
OG0010687	1	1	1	1	1	5
OG0010688	1	1	1	1	1	5
OG0010689	1	1	1	1	1	5
OG0010690	1	1	1	1	1	5
OG0010691	1	1	1	1	1	5
OG0010692	1	1	1	1	1	5
OG0010693	1	1	1	1	1	5
OG0010694	1	1	1	1	1	5
OG0010695	1	1	1	1	1	5
OG0010696	1	1	1	1	1	5
OG0010697	1	1	1	1	1	5
OG0010698	1	1	1	1	1	5
OG0010699	1	1	1	1	1	5
OG0010700	1	1	1	1	1	5
OG0010701	1	1	1	1	1	5
OG0010702	1	1	1	1	1	5
OG0010703	1	1	1	1	1	5
OG0010704	1	1	1	1	1	5
OG0010705	1	1	1	1	1	5
OG0010706	1	1	1	1	1	5
OG0010707	1	1	1	1	1	5
OG0010708	1	1	1	1	1	5
OG0010709	1	1	1	1	1	5
OG0010710	1	1	1	1	1	5
OG0010711	1	1	1	1	1	5
OG0010712	1	1	2	1	0	5
OG0010713	1	1	1	1	1	5
OG0010714	1	1	1	1	1	5
OG0010715	1	1	1	1	1	5
OG0010716	1	1	1	1	1	5
OG0010717	1	1	1	1	1	5
OG0010718	1	1	1	1	1	5
OG0010719	1	1	1	1	1	5
OG0010720	1	1	1	1	1	5
OG0010721	1	1	1	1	1	5
OG0010722	1	1	1	1	1	5
OG0010723	1	1	1	1	1	5
OG0010724	1	1	1	1	1	5
OG0010725	1	1	1	1	1	5
OG0010726	1	2	1	1	0	5
OG0010727	1	1	1	1	1	5
OG0010728	1	1	1	1	1	5
OG0010729	1	1	1	1	1	5
OG0010730	1	1	1	1	1	5
OG0010731	1	0	2	1	1	5
OG0010732	1	1	1	1	1	5
OG0010733	1	1	1	1	1	5
OG0010734	1	1	1	1	1	5
OG0010735	1	1	1	1	1	5
OG0010736	1	1	1	1	1	5
OG0010737	1	1	1	1	1	5
OG0010738	1	1	1	1	1	5
OG0010739	1	1	1	1	1	5
OG0010740	1	1	1	1	1	5
OG0010741	1	1	1	1	1	5
OG0010742	1	1	1	1	1	5
OG0010743	1	1	1	1	1	5
OG0010744	1	1	1	1	1	5
OG0010745	1	1	1	1	1	5
OG0010746	1	1	1	1	1	5
OG0010747	1	1	1	1	1	5
OG0010748	1	1	1	1	1	5
OG0010749	1	1	1	1	1	5
OG0010750	1	1	1	1	1	5
OG0010751	1	1	1	1	1	5
OG0010752	1	1	1	1	1	5
OG0010753	1	1	1	1	1	5
OG0010754	1	1	1	1	1	5
OG0010755	1	1	1	1	1	5
OG0010756	1	1	1	1	1	5
OG0010757	1	1	1	1	1	5
OG0010758	1	1	1	1	1	5
OG0010759	1	1	1	1	1	5
OG0010760	1	1	1	1	1	5
OG0010761	1	1	1	1	1	5
OG0010762	1	1	1	1	1	5
OG0010763	1	1	1	1	1	5
OG0010764	1	1	1	1	1	5
OG0010765	1	1	1	1	1	5
OG0010766	1	1	2	1	0	5
OG0010767	1	1	1	1	1	5
OG0010768	1	1	1	1	1	5
OG0010769	1	1	1	1	1	5
OG0010770	1	1	1	1	1	5
OG0010771	1	1	1	1	1	5
OG0010772	1	1	1	1	1	5
OG0010773	1	1	1	1	1	5
OG0010774	1	1	1	1	1	5
OG0010775	1	1	1	1	1	5
OG0010776	1	1	1	1	1	5
OG0010777	1	1	1	1	1	5
OG0010778	2	1	0	2	0	5
OG0010779	2	1	1	1	0	5
OG0010780	1	1	1	1	1	5
OG0010781	1	1	1	1	1	5
OG0010782	1	1	1	1	1	5
OG0010783	1	1	1	1	1	5
OG0010784	1	1	1	1	1	5
OG0010785	1	1	1	1	1	5
OG0010786	1	1	1	1	1	5
OG0010787	1	1	1	1	1	5
OG0010788	1	1	1	1	1	5
OG0010789	1	1	1	1	1	5
OG0010790	1	1	1	1	1	5
OG0010791	1	1	1	1	1	5
OG0010792	1	1	1	1	1	5
OG0010793	1	1	1	1	1	5
OG0010794	1	1	1	1	1	5
OG0010795	1	1	1	1	1	5
OG0010796	1	1	1	1	1	5
OG0010797	1	1	1	1	1	5
OG0010798	1	1	1	1	1	5
OG0010799	1	1	2	1	0	5
OG0010800	1	1	1	1	1	5
OG0010801	1	1	1	1	1	5
OG0010802	1	1	1	1	1	5
OG0010803	1	1	1	1	1	5
OG0010804	1	1	1	1	1	5
OG0010805	1	1	1	1	1	5
OG0010806	1	1	1	1	1	5
OG0010807	1	1	1	1	1	5
OG0010808	1	2	1	1	0	5
OG0010809	1	1	1	1	1	5
OG0010810	1	1	1	1	1	5
OG0010811	1	1	1	1	1	5
OG0010812	1	1	1	1	1	5
OG0010813	1	1	1	1	1	5
OG0010814	1	1	1	1	1	5
OG0010815	1	1	1	1	1	5
OG0010816	1	1	1	1	1	5
OG0010817	1	1	1	1	1	5
OG0010818	1	1	1	1	1	5
OG0010819	1	1	1	1	1	5
OG0010820	1	1	1	1	1	5
OG0010821	1	1	1	1	1	5
OG0010822	1	1	1	1	1	5
OG0010823	1	1	1	1	1	5
OG0010824	1	1	1	1	1	5
OG0010825	1	1	1	1	1	5
OG0010826	1	1	1	1	1	5
OG0010827	1	1	1	1	1	5
OG0010828	1	1	1	1	1	5
OG0010829	1	1	2	1	0	5
OG0010830	1	1	1	1	1	5
OG0010831	1	1	1	1	1	5
OG0010832	1	1	1	1	1	5
OG0010833	1	1	1	1	1	5
OG0010834	1	1	1	1	1	5
OG0010835	1	1	1	1	1	5
OG0010836	1	1	1	1	1	5
OG0010837	1	1	1	1	1	5
OG0010838	1	1	1	1	1	5
OG0010839	1	1	1	1	1	5
OG0010840	1	1	1	1	1	5
OG0010841	1	1	1	1	1	5
OG0010842	1	1	1	1	1	5
OG0010843	1	1	1	1	1	5
OG0010844	1	1	1	1	1	5
OG0010845	1	1	1	1	1	5
OG0010846	1	1	1	1	1	5
OG0010847	1	1	1	1	1	5
OG0010848	1	0	2	1	1	5
OG0010849	1	1	1	1	1	5
OG0010850	1	1	1	1	1	5
OG0010851	1	1	1	1	1	5
OG0010852	1	1	1	1	1	5
OG0010853	1	1	1	1	1	5
OG0010854	1	1	1	1	1	5
OG0010855	1	1	1	1	1	5
OG0010856	1	1	1	1	1	5
OG0010857	1	1	1	1	1	5
OG0010858	1	1	1	1	1	5
OG0010859	1	1	1	1	1	5
OG0010860	1	1	1	1	1	5
OG0010861	1	2	1	1	0	5
OG0010862	1	1	1	1	1	5
OG0010863	1	1	1	1	1	5
OG0010864	1	1	1	1	1	5
OG0010865	1	1	1	1	1	5
OG0010866	1	1	1	1	1	5
OG0010867	1	1	1	1	1	5
OG0010868	1	1	1	1	1	5
OG0010869	1	1	1	1	1	5
OG0010870	1	1	1	1	1	5
OG0010871	1	1	1	1	1	5
OG0010872	1	1	1	1	1	5
OG0010873	1	2	1	1	0	5
OG0010874	1	1	1	1	1	5
OG0010875	1	1	1	1	1	5
OG0010876	1	1	1	1	1	5
OG0010877	1	1	1	1	1	5
OG0010878	1	1	1	1	1	5
OG0010879	1	1	1	1	1	5
OG0010880	1	1	1	1	1	5
OG0010881	1	1	1	1	1	5
OG0010882	1	1	1	1	1	5
OG0010883	1	1	1	1	1	5
OG0010884	1	1	1	1	1	5
OG0010885	1	1	1	1	1	5
OG0010886	1	1	1	1	1	5
OG0010887	1	1	1	1	1	5
OG0010888	1	1	1	1	1	5
OG0010889	1	1	1	1	1	5
OG0010890	1	1	1	1	1	5
OG0010891	1	1	1	1	1	5
OG0010892	1	1	1	1	1	5
OG0010893	1	1	1	1	1	5
OG0010894	1	1	1	1	1	5
OG0010895	1	1	1	1	1	5
OG0010896	1	1	1	1	1	5
OG0010897	2	1	1	1	0	5
OG0010898	1	1	1	1	1	5
OG0010899	1	1	1	1	1	5
OG0010900	1	1	1	1	1	5
OG0010901	1	1	1	1	1	5
OG0010902	1	1	1	1	1	5
OG0010903	1	1	1	1	1	5
OG0010904	1	1	1	1	1	5
OG0010905	1	1	1	1	1	5
OG0010906	1	1	1	1	1	5
OG0010907	1	1	1	1	1	5
OG0010908	1	1	1	1	1	5
OG0010909	1	1	1	1	1	5
OG0010910	1	2	1	1	0	5
OG0010911	1	1	1	1	1	5
OG0010912	1	1	1	1	1	5
OG0010913	1	1	1	1	1	5
OG0010914	1	1	1	1	1	5
OG0010915	1	1	1	1	1	5
OG0010916	1	1	1	1	1	5
OG0010917	1	1	1	1	1	5
OG0010918	1	1	1	1	1	5
OG0010919	1	1	1	1	1	5
OG0010920	1	1	1	1	1	5
OG0010921	1	1	1	1	1	5
OG0010922	1	1	1	1	1	5
OG0010923	1	1	1	1	1	5
OG0010924	1	1	1	1	1	5
OG0010925	1	1	1	1	1	5
OG0010926	1	1	1	1	1	5
OG0010927	1	1	1	1	1	5
OG0010928	1	1	1	1	1	5
OG0010929	2	1	1	1	0	5
OG0010930	1	1	1	1	1	5
OG0010931	1	1	1	1	1	5
OG0010932	1	1	1	1	1	5
OG0010933	1	1	1	1	1	5
OG0010934	1	1	1	1	1	5
OG0010935	1	1	1	1	1	5
OG0010936	1	0	2	1	1	5
OG0010937	1	1	1	1	1	5
OG0010938	1	1	1	1	1	5
OG0010939	1	1	1	1	1	5
OG0010940	1	1	1	1	1	5
OG0010941	1	1	1	1	1	5
OG0010942	1	1	1	1	1	5
OG0010943	1	1	1	1	1	5
OG0010944	1	1	1	1	1	5
OG0010945	1	1	1	1	1	5
OG0010946	1	1	1	1	1	5
OG0010947	1	1	1	1	1	5
OG0010948	1	1	1	1	1	5
OG0010949	1	1	1	1	1	5
OG0010950	1	1	1	1	1	5
OG0010951	1	1	1	1	1	5
OG0010952	1	1	1	1	1	5
OG0010953	1	1	1	1	1	5
OG0010954	1	1	1	2	0	5
OG0010955	1	1	1	1	1	5
OG0010956	1	1	1	1	1	5
OG0010957	1	1	1	1	1	5
OG0010958	1	1	1	1	1	5
OG0010959	1	1	1	1	1	5
OG0010960	1	1	1	1	1	5
OG0010961	1	1	1	1	1	5
OG0010962	1	1	1	1	1	5
OG0010963	1	1	2	1	0	5
OG0010964	1	1	1	1	1	5
OG0010965	1	1	1	1	1	5
OG0010966	1	1	1	1	1	5
OG0010967	1	1	1	1	1	5
OG0010968	1	1	1	1	1	5
OG0010969	1	1	2	1	0	5
OG0010970	1	1	1	1	1	5
OG0010971	1	1	1	1	1	5
OG0010972	1	1	1	1	1	5
OG0010973	1	1	1	1	1	5
OG0010974	1	1	1	1	1	5
OG0010975	1	1	1	1	1	5
OG0010976	1	1	1	1	1	5
OG0010977	1	1	1	1	1	5
OG0010978	1	1	1	1	1	5
OG0010979	1	1	1	1	1	5
OG0010980	1	1	1	1	1	5
OG0010981	1	1	1	1	1	5
OG0010982	1	0	2	2	0	5
OG0010983	1	1	1	1	1	5
OG0010984	1	1	1	1	1	5
OG0010985	1	1	1	1	1	5
OG0010986	1	1	1	1	1	5
OG0010987	1	1	1	1	1	5
OG0010988	1	1	1	1	1	5
OG0010989	1	1	1	1	1	5
OG0010990	1	1	1	1	1	5
OG0010991	1	1	1	1	1	5
OG0010992	1	1	1	1	1	5
OG0010993	1	1	1	1	1	5
OG0010994	1	1	1	1	1	5
OG0010995	1	1	1	1	1	5
OG0010996	1	1	1	1	1	5
OG0010997	1	1	1	1	1	5
OG0010998	1	1	1	1	1	5
OG0010999	1	1	1	1	1	5
OG0011000	1	1	1	1	1	5
OG0011001	1	0	2	1	1	5
OG0011002	1	1	1	1	1	5
OG0011003	1	1	1	1	1	5
OG0011004	1	1	1	1	1	5
OG0011005	1	1	1	1	1	5
OG0011006	1	1	1	1	1	5
OG0011007	1	1	1	1	1	5
OG0011008	1	1	1	1	1	5
OG0011009	1	1	1	1	1	5
OG0011010	1	1	1	1	1	5
OG0011011	1	1	1	1	1	5
OG0011012	1	1	1	1	1	5
OG0011013	1	1	1	1	1	5
OG0011014	1	1	1	1	1	5
OG0011015	1	1	1	1	1	5
OG0011016	1	1	1	1	1	5
OG0011017	1	1	1	1	1	5
OG0011018	1	1	1	1	1	5
OG0011019	1	1	1	1	1	5
OG0011020	1	1	1	1	1	5
OG0011021	1	1	1	1	1	5
OG0011022	1	1	1	1	1	5
OG0011023	1	1	1	1	1	5
OG0011024	1	1	1	1	1	5
OG0011025	1	1	1	1	1	5
OG0011026	1	1	1	1	1	5
OG0011027	1	1	1	1	1	5
OG0011028	1	1	1	1	1	5
OG0011029	1	1	1	1	1	5
OG0011030	1	1	1	1	1	5
OG0011031	1	1	1	1	1	5
OG0011032	1	1	1	1	1	5
OG0011033	1	1	1	1	1	5
OG0011034	1	1	1	1	1	5
OG0011035	1	1	1	1	1	5
OG0011036	1	1	1	1	1	5
OG0011037	1	1	1	1	1	5
OG0011038	1	1	1	1	1	5
OG0011039	1	1	1	1	1	5
OG0011040	1	1	1	1	1	5
OG0011041	1	1	1	1	1	5
OG0011042	1	1	1	1	1	5
OG0011043	1	1	1	1	1	5
OG0011044	1	1	1	1	1	5
OG0011045	1	1	1	1	1	5
OG0011046	1	1	1	1	1	5
OG0011047	1	1	1	1	1	5
OG0011048	1	1	1	1	1	5
OG0011049	1	1	1	1	1	5
OG0011050	1	1	1	1	1	5
OG0011051	1	1	1	1	1	5
OG0011052	1	1	1	1	1	5
OG0011053	1	1	1	1	1	5
OG0011054	1	1	1	1	1	5
OG0011055	1	1	1	1	1	5
OG0011056	1	1	1	1	1	5
OG0011057	1	1	1	1	1	5
OG0011058	1	1	1	1	1	5
OG0011059	1	1	1	1	1	5
OG0011060	1	1	1	1	1	5
OG0011061	1	1	1	1	1	5
OG0011062	1	1	1	1	1	5
OG0011063	1	1	1	1	1	5
OG0011064	1	1	1	1	1	5
OG0011065	1	1	1	1	1	5
OG0011066	1	1	1	1	1	5
OG0011067	1	1	1	1	1	5
OG0011068	1	1	1	1	1	5
OG0011069	1	1	1	1	1	5
OG0011070	1	1	1	1	1	5
OG0011071	1	1	1	1	1	5
OG0011072	1	1	1	1	1	5
OG0011073	1	1	1	1	1	5
OG0011074	1	1	1	2	0	5
OG0011075	1	1	1	1	1	5
OG0011076	1	1	1	1	1	5
OG0011077	1	1	1	1	1	5
OG0011078	1	1	1	1	1	5
OG0011079	1	1	1	1	1	5
OG0011080	1	1	1	1	1	5
OG0011081	1	1	1	1	1	5
OG0011082	1	1	1	1	1	5
OG0011083	1	1	1	1	1	5
OG0011084	1	1	1	1	1	5
OG0011085	1	1	1	1	1	5
OG0011086	1	1	1	1	1	5
OG0011087	1	1	1	1	1	5
OG0011088	1	1	1	1	1	5
OG0011089	1	1	1	1	1	5
OG0011090	1	1	1	1	1	5
OG0011091	1	1	1	1	1	5
OG0011092	1	1	1	1	1	5
OG0011093	1	1	1	1	1	5
OG0011094	1	1	1	1	1	5
OG0011095	1	1	1	1	1	5
OG0011096	1	1	1	1	1	5
OG0011097	1	1	1	1	1	5
OG0011098	1	1	1	1	1	5
OG0011099	1	1	1	2	0	5
OG0011100	1	1	1	1	1	5
OG0011101	1	1	1	1	1	5
OG0011102	1	1	1	1	1	5
OG0011103	1	1	1	1	1	5
OG0011104	1	1	1	1	1	5
OG0011105	1	1	1	1	1	5
OG0011106	1	1	1	1	1	5
OG0011107	1	1	2	1	0	5
OG0011108	1	1	1	1	1	5
OG0011109	1	1	1	1	1	5
OG0011110	1	1	1	1	1	5
OG0011111	1	1	1	1	1	5
OG0011112	1	1	1	1	1	5
OG0011113	1	1	1	1	1	5
OG0011114	1	1	1	1	1	5
OG0011115	1	1	1	1	1	5
OG0011116	1	1	1	1	1	5
OG0011117	1	1	1	1	1	5
OG0011118	1	1	1	1	1	5
OG0011119	1	1	1	1	1	5
OG0011120	1	1	1	1	1	5
OG0011121	2	1	1	1	0	5
OG0011122	1	1	1	1	1	5
OG0011123	1	1	1	1	1	5
OG0011124	1	1	1	1	1	5
OG0011125	1	1	1	1	1	5
OG0011126	1	1	1	1	1	5
OG0011127	1	1	1	1	1	5
OG0011128	1	1	1	1	1	5
OG0011129	1	1	1	1	1	5
OG0011130	1	1	1	1	1	5
OG0011131	1	1	1	1	1	5
OG0011132	1	1	1	1	1	5
OG0011133	1	1	1	1	1	5
OG0011134	1	1	1	1	1	5
OG0011135	1	1	1	1	1	5
OG0011136	1	1	1	1	1	5
OG0011137	1	1	1	1	1	5
OG0011138	1	1	1	1	1	5
OG0011139	1	1	1	1	1	5
OG0011140	1	1	1	1	1	5
OG0011141	1	1	1	1	1	5
OG0011142	1	1	1	1	1	5
OG0011143	1	1	1	1	1	5
OG0011144	1	1	1	1	1	5
OG0011145	1	1	1	1	1	5
OG0011146	1	1	1	1	1	5
OG0011147	1	1	1	1	1	5
OG0011148	1	1	1	1	1	5
OG0011149	1	1	1	1	1	5
OG0011150	1	1	1	2	0	5
OG0011151	1	1	1	1	1	5
OG0011152	1	1	1	1	1	5
OG0011153	1	1	1	1	1	5
OG0011154	1	1	1	1	1	5
OG0011155	1	1	1	1	1	5
OG0011156	1	1	1	1	1	5
OG0011157	1	1	1	1	1	5
OG0011158	1	1	1	1	1	5
OG0011159	2	1	1	1	0	5
OG0011160	1	1	1	1	1	5
OG0011161	1	1	1	1	1	5
OG0011162	1	1	1	1	1	5
OG0011163	1	2	1	1	0	5
OG0011164	1	1	1	1	1	5
OG0011165	1	1	1	2	0	5
OG0011166	1	1	1	1	1	5
OG0011167	1	1	1	1	1	5
OG0011168	1	1	1	1	1	5
OG0011169	1	1	1	1	1	5
OG0011170	1	1	1	1	1	5
OG0011171	1	1	1	1	1	5
OG0011172	1	1	1	1	1	5
OG0011173	1	1	1	1	1	5
OG0011174	1	1	1	1	1	5
OG0011175	1	1	1	1	1	5
OG0011176	1	1	1	1	1	5
OG0011177	1	1	1	1	1	5
OG0011178	1	1	1	1	1	5
OG0011179	1	1	1	1	1	5
OG0011180	1	1	1	1	1	5
OG0011181	1	1	1	1	1	5
OG0011182	1	1	1	1	1	5
OG0011183	1	1	1	1	1	5
OG0011184	1	1	1	1	1	5
OG0011185	1	1	1	1	1	5
OG0011186	1	1	1	1	1	5
OG0011187	1	1	1	1	1	5
OG0011188	1	1	1	1	1	5
OG0011189	1	1	1	1	1	5
OG0011190	1	1	1	1	1	5
OG0011191	1	1	1	1	1	5
OG0011192	1	1	1	1	1	5
OG0011193	1	1	1	1	1	5
OG0011194	1	1	1	1	1	5
OG0011195	1	1	2	1	0	5
OG0011196	1	1	1	1	1	5
OG0011197	1	1	1	1	1	5
OG0011198	1	1	1	1	1	5
OG0011199	1	1	1	1	1	5
OG0011200	1	1	1	1	1	5
OG0011201	1	1	1	1	1	5
OG0011202	1	1	1	1	1	5
OG0011203	1	1	1	1	1	5
OG0011204	1	1	1	1	1	5
OG0011205	1	1	1	1	1	5
OG0011206	1	1	1	1	1	5
OG0011207	1	1	1	1	1	5
OG0011208	1	1	1	1	1	5
OG0011209	1	1	1	1	1	5
OG0011210	1	1	1	1	1	5
OG0011211	1	1	1	1	1	5
OG0011212	3	0	1	0	1	5
OG0011213	1	1	1	1	1	5
OG0011214	1	1	1	1	1	5
OG0011215	1	1	1	1	1	5
OG0011216	1	1	1	1	1	5
OG0011217	1	1	1	1	1	5
OG0011218	1	1	1	1	1	5
OG0011219	2	2	0	1	0	5
OG0011220	2	1	1	1	0	5
OG0011221	1	1	1	1	1	5
OG0011222	1	1	1	1	1	5
OG0011223	1	1	1	1	1	5
OG0011224	1	1	1	1	1	5
OG0011225	1	1	1	1	1	5
OG0011226	1	1	1	1	1	5
OG0011227	1	1	1	1	1	5
OG0011228	1	1	1	1	1	5
OG0011229	1	1	1	1	1	5
OG0011230	1	1	1	1	1	5
OG0011231	1	1	1	1	1	5
OG0011232	1	1	1	1	1	5
OG0011233	1	1	1	1	1	5
OG0011234	1	1	1	1	1	5
OG0011235	1	1	1	1	1	5
OG0011236	1	1	1	1	1	5
OG0011237	1	1	1	1	1	5
OG0011238	1	1	1	1	1	5
OG0011239	1	1	1	1	1	5
OG0011240	1	1	1	1	1	5
OG0011241	1	1	1	1	1	5
OG0011242	1	0	2	1	1	5
OG0011243	1	1	1	1	1	5
OG0011244	1	1	1	1	1	5
OG0011245	1	1	2	1	0	5
OG0011246	1	1	1	1	1	5
OG0011247	1	1	1	1	1	5
OG0011248	1	1	1	1	1	5
OG0011249	1	1	1	1	1	5
OG0011250	1	1	1	1	1	5
OG0011251	1	1	1	1	1	5
OG0011252	1	1	1	1	1	5
OG0011253	1	1	1	1	1	5
OG0011254	1	1	1	1	1	5
OG0011255	1	1	1	1	1	5
OG0011256	1	1	1	1	1	5
OG0011257	1	1	1	1	1	5
OG0011258	1	1	1	1	1	5
OG0011259	1	1	1	1	1	5
OG0011260	1	1	1	1	1	5
OG0011261	1	0	1	1	2	5
OG0011262	1	1	1	1	1	5
OG0011263	1	1	1	1	1	5
OG0011264	1	1	2	1	0	5
OG0011265	1	1	1	1	1	5
OG0011266	1	1	1	1	1	5
OG0011267	1	1	1	1	1	5
OG0011268	1	1	1	1	1	5
OG0011269	1	1	1	1	1	5
OG0011270	1	1	1	1	1	5
OG0011271	1	1	1	1	1	5
OG0011272	1	1	1	1	1	5
OG0011273	1	1	1	1	1	5
OG0011274	1	1	1	1	1	5
OG0011275	1	1	1	1	1	5
OG0011276	2	1	1	1	0	5
OG0011277	1	1	1	1	1	5
OG0011278	1	1	1	1	1	5
OG0011279	1	1	1	1	1	5
OG0011280	1	1	1	1	1	5
OG0011281	1	1	1	1	1	5
OG0011282	1	1	1	1	1	5
OG0011283	1	1	1	1	1	5
OG0011284	1	1	1	1	1	5
OG0011285	1	1	1	1	1	5
OG0011286	1	1	1	1	1	5
OG0011287	1	1	1	1	1	5
OG0011288	1	1	1	1	1	5
OG0011289	1	1	1	1	1	5
OG0011290	1	1	1	1	1	5
OG0011291	1	1	1	1	1	5
OG0011292	1	1	1	1	1	5
OG0011293	1	1	1	1	1	5
OG0011294	1	1	1	1	1	5
OG0011295	1	1	1	1	1	5
OG0011296	1	1	1	1	1	5
OG0011297	1	1	1	1	1	5
OG0011298	1	1	1	1	1	5
OG0011299	1	1	1	1	1	5
OG0011300	1	1	1	1	1	5
OG0011301	1	1	1	1	1	5
OG0011302	1	1	1	1	1	5
OG0011303	1	1	1	1	1	5
OG0011304	1	1	1	1	1	5
OG0011305	1	1	1	1	1	5
OG0011306	1	1	1	1	1	5
OG0011307	1	1	1	1	1	5
OG0011308	1	1	1	1	1	5
OG0011309	1	1	1	1	1	5
OG0011310	1	1	1	1	1	5
OG0011311	1	1	1	1	1	5
OG0011312	1	1	1	1	1	5
OG0011313	1	1	1	1	1	5
OG0011314	1	1	1	1	1	5
OG0011315	1	1	1	1	1	5
OG0011316	1	1	1	1	1	5
OG0011317	1	1	1	1	1	5
OG0011318	1	1	1	1	1	5
OG0011319	1	1	1	1	1	5
OG0011320	1	1	1	1	1	5
OG0011321	1	1	1	1	1	5
OG0011322	1	1	1	1	1	5
OG0011323	1	1	1	1	1	5
OG0011324	1	1	1	1	1	5
OG0011325	1	1	1	1	1	5
OG0011326	1	1	1	1	1	5
OG0011327	1	1	1	1	1	5
OG0011328	1	1	1	1	1	5
OG0011329	1	1	0	2	1	5
OG0011330	1	1	1	1	1	5
OG0011331	1	1	1	1	1	5
OG0011332	1	1	1	1	1	5
OG0011333	1	1	1	1	1	5
OG0011334	1	1	1	1	1	5
OG0011335	1	1	1	1	1	5
OG0011336	1	1	1	1	1	5
OG0011337	1	1	1	1	1	5
OG0011338	1	1	1	1	1	5
OG0011339	1	1	1	1	1	5
OG0011340	1	1	1	1	1	5
OG0011341	1	1	1	1	1	5
OG0011342	1	1	1	1	1	5
OG0011343	1	1	1	1	1	5
OG0011344	1	1	1	1	1	5
OG0011345	1	1	1	1	1	5
OG0011346	1	1	1	1	1	5
OG0011347	1	1	1	1	1	5
OG0011348	1	1	1	1	1	5
OG0011349	1	1	1	1	1	5
OG0011350	1	1	1	1	1	5
OG0011351	1	1	1	1	1	5
OG0011352	1	1	1	1	1	5
OG0011353	1	1	1	1	1	5
OG0011354	1	1	1	1	1	5
OG0011355	1	1	1	1	1	5
OG0011356	1	1	1	1	1	5
OG0011357	1	1	1	1	1	5
OG0011358	1	1	2	1	0	5
OG0011359	1	1	1	1	1	5
OG0011360	1	1	1	1	1	5
OG0011361	1	1	1	1	1	5
OG0011362	1	1	1	1	1	5
